studyYear,pop,programName,studyName,germplasmName,herbicideType,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,Chalk impact|LSU_01:0000108,Days to heading|LSU_01:0000130,Whole milling percentage|LSU_01:0000100,Yield|LSU_01:0000138
2021,MP-FOUNDERS,LSU Rice,21MP6-8_LA2,CTHL_MP,Conventional,1,3,222,9,22,check,13.87,76,53.04,8348.522303
2021,MP-FOUNDERS,LSU Rice,21MP6-8_LA2,CTHL_MP,Conventional,1,1,33,2,18,check,16.58,83,50.86,7485.433845
2021,MP-FOUNDERS,LSU Rice,21MP6-8_LA2,CTHL_MP,Conventional,1,4,349,14,2,check,12.47,78,54.88,8752.033355
2021,MP-FOUNDERS,LSU Rice,21MP6-8_LA2,CTHL_MP,Conventional,1,2,98,4,3,check,13.18,79,51.35,8013.503118
2021,MP-FOUNDERS,LSU Rice,21MP6-8_LA2,LKST_MP,Conventional,1,1,11,1,11,check,25.99,81,50.59,10117.49148
2021,MP-FOUNDERS,LSU Rice,21MP6-8_LA2,LKST_MP,Conventional,1,3,255,11,5,check,22.2,81,54.29,10450.32105
2021,MP-FOUNDERS,LSU Rice,21MP6-8_LA2,LKST_MP,Conventional,1,4,290,12,11,check,22.6,81,54.65,10609.58737
2021,MP-FOUNDERS,LSU Rice,21MP6-8_LA2,LKST_MP,Conventional,1,2,93,4,8,check,23.91,83,53.08,10418.70417
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_006,Clearfield,1,3,257,11,7,test,17.31,84,53.15,7642.965142
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_008,,1,1,72,3,22,test,20.3,87,50.19,6220.334489
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_011,Clearfield,1,3,199,8,2,test,14.47,87,56.79,7849.554497
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_014,Clearfield,1,3,178,8,23,test,10.94,84,53.34,6984.17035
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_019,Conventional,1,3,213,9,13,test,17.37,83,58.63,8601.608847
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_022,Conventional,1,3,185,8,16,test,16.9,81,56.12,6795.355543
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_026,Conventional,1,1,35,2,16,test,15.29,86,56.31,7670.104287
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_028,Clearfield,1,3,219,9,19,test,26.12,86,56.86,8257.369021
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_034,Conventional,1,4,265,11,15,test,15.8,79,57.78,9232.226509
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_035,Clearfield,1,3,191,8,10,test,15.6,87,55.4,6623.330337
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_040,Conventional,1,2,119,5,19,test,17.8,81,56.37,7431.82229
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_042,Clearfield,1,1,8,1,8,test,16.72,81,52.02,8357.438368
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_043,Clearfield,1,1,86,4,15,test,15.26,80,51.02,7969.786516
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_050,Conventional,1,4,339,14,12,test,20.1,84,47.27,6861.475956
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_054,Conventional,1,2,97,4,4,test,21.99,83,53.11,8837.329976
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_055,Conventional,1,4,333,14,18,test,11.02,80,62.01,8265.142545
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_057,Clearfield,1,2,165,7,15,test,21.26,84,57.88,9807.823381
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_059,Conventional,1,3,238,10,13,test,21.48,78,56.49,9183.827609
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_060,Conventional,1,3,181,8,20,test,19.98,84,54.23,9835.598955
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_063,,1,3,218,9,18,test,29.97,77,49.18,9652.777187
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_069,Clearfield,1,2,166,7,16,test,20.57,79,57.53,8881.576935
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_074,Clearfield,1,4,347,14,4,test,11.83,78,55.35,8255.149096
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_076,Clearfield,1,2,106,5,6,test,13.95,82,57.13,9503.974058
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_077,Clearfield,1,4,280,12,21,test,10.42,76,57.79,9253.425652
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_078,Conventional,1,3,245,10,6,test,20.71,86,54.67,8443.956326
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_082,Conventional,1,1,15,1,15,test,15.26,77,55.84,8507.318881
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_083,Conventional,1,4,301,13,1,test,22.05,78,57.32,9053.776402
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_084,Conventional,1,2,141,6,10,test,10.45,79,55.49,7707.880886
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_086,Clearfield,1,4,285,12,16,test,20.56,82,61.18,8636.112384
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_087,Clearfield,1,4,282,12,19,test,21.39,86,56.08,8508.485667
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_088,Conventional,1,4,293,12,8,test,19.77,81,55.58,8617.701406
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_089,Clearfield,1,4,350,14,1,test,21.76,82,58.27,9567.64725
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_092,Clearfield,1,1,73,3,23,test,26.37,81,44.98,6999.353724
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_093,Conventional,1,1,41,2,10,test,27.52,83,51.62,8107.800661
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_097,,1,4,304,13,4,test,30.06,81,56.22,8926.983104
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_100,Clearfield,1,3,187,8,14,test,11.09,81,62.47,8820.631295
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_101,Clearfield,1,3,252,11,2,test,12.97,80,61.14,8619.913754
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_105,Clearfield,1,2,92,4,9,test,10.78,83,54.06,7895.051584
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_116,,1,1,44,2,7,test,28.28,86,46.18,8095.511523
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_117,Conventional,1,4,298,12,3,test,26.41,86,55.22,8764.451294
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_124,Clearfield,1,1,77,4,24,test,20.7,87,53.47,7680.794777
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_132,,1,2,157,7,7,test,23.33,82,54.9,8579.061082
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_135,Clearfield,1,4,264,11,14,test,19.17,85,57.01,8858.794297
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_138,Clearfield,1,3,242,10,9,test,18.83,77,51.22,7652.466116
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_139,Clearfield,1,1,14,1,14,test,12.72,86,55.06,7010.476076
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_140,Conventional,1,1,76,4,25,test,46.8,85,49.27,8414.044169
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_142,Conventional,1,3,207,9,7,test,13.99,80,60.02,7221.52801
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_145,Clearfield,1,3,261,11,11,test,17.39,80,58.94,9520.9758
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_147,Conventional,1,3,197,8,4,test,18.4,86,55.02,9361.095778
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_156,Clearfield,1,1,12,1,12,test,35.33,86,43.02,6126.620338
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_157,Clearfield,1,1,69,3,19,test,16.48,81,59.57,8269.756654
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_159,Conventional,1,3,226,10,25,test,14.24,81,55.9,8133.924551
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_163,Conventional,1,1,49,2,2,test,18.48,83,52.25,6895.790079
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_164,Clearfield,1,1,82,4,19,test,21.79,91,56.4,8602.396807
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_165,,1,4,300,12,1,test,7.19,83,61.39,7095.02262
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_167,Clearfield,1,1,26,2,25,test,12.75,83,55.75,8005.138624
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_169,Conventional,1,1,87,4,14,test,21.79,81,55.69,9318.985401
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_170,Conventional,1,4,327,14,24,test,27.27,86,57.45,8716.847931
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_172,Conventional,1,4,283,12,18,test,13.58,83,61.24,8326.989793
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_176,,1,3,196,8,5,test,17.21,86,52.01,8285.879519
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_182,,1,4,312,13,12,test,34.35,87,48.35,7723.700689
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_194,,1,3,233,10,18,test,57.96,84,40.09,8959.251563
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_195,Clearfield,1,3,254,11,4,test,29.34,78,51.6,9172.712834
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_199,Clearfield,1,4,343,14,8,test,12.21,75,53.83,8773.929539
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_200,Conventional,1,3,206,9,6,test,21.06,79,51.8,9220.263162
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_203,Conventional,1,4,274,11,24,test,18.62,84,60.77,8744.146183
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_204,Clearfield,1,4,279,12,22,test,18.27,84,57.72,8505.530818
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_205,Clearfield,1,4,272,11,22,test,19.33,87,56.06,8282.235206
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_206,Clearfield,1,2,104,5,4,test,15.64,82,55.65,7840.727835
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_208,Clearfield,1,4,287,12,14,test,14.72,84,58.52,7333.251581
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_209,Conventional,1,3,221,9,21,test,16.5,78,58.67,7517.096181
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_210,Conventional,1,2,150,6,1,test,16.81,76,58.6,8413.40774
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_211,Clearfield,1,3,234,10,17,test,16.83,82,54.74,8670.979593
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_212,Conventional,1,2,137,6,14,test,23.53,79,51.38,8263.559049
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_213,Clearfield,1,2,140,6,11,test,18.06,88,50.91,8364.516366
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_214,Clearfield,1,3,209,9,9,test,10.11,81,56.95,8062.030819
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_216,Clearfield,1,1,7,1,7,test,16.85,86,51.05,6875.704688
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_219,Clearfield,1,2,132,6,19,test,11.49,77,53.16,9309.74203
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_223,Clearfield,1,4,291,12,10,test,15.55,80,59.38,8971.616466
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_231,Clearfield,1,3,228,10,23,test,22.47,89,54.8,6742.96381
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_235,Conventional,1,1,13,1,13,test,22.74,82,45.62,5664.588137
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_244,Conventional,1,2,161,7,11,test,17.21,80,56.84,10458.46582
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_247,Clearfield,1,4,336,14,15,test,17.08,77,59.06,9385.484641
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_248,Clearfield,1,4,318,13,18,test,20.7,78,57.47,8577.863989
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_249,,1,1,25,1,25,test,21.78,87,51.85,7578.231235
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_256,Conventional,1,4,313,13,13,test,21.61,78,51.67,9218.073544
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_259,Clearfield,1,1,66,3,16,test,15.73,83,52.57,6646.461496
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_261,Conventional,1,4,321,13,21,test,16.7,79,56.99,7217.860967
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_263,Clearfield,1,4,270,11,20,test,18.85,82,58.89,9043.654152
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_271,Clearfield,1,1,29,2,22,test,21.9,80,48.73,8099.163413
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_272,,1,4,289,12,12,test,19.64,83,52.72,9406.054931
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_273,Conventional,1,3,239,10,12,test,20.89,79,55.65,9700.289632
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_275,Clearfield,1,4,269,11,19,test,27.55,82,51.05,8542.239126
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_282,Clearfield,1,3,249,10,2,test,18.71,86,52.44,7401.667684
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_283,Clearfield,1,1,10,1,10,test,27.73,93,47.95,4948.385945
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_286,Conventional,1,1,42,2,9,test,18.65,84,54.98,8485.627263
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_288,Clearfield,1,2,100,4,1,test,20.16,87,54.06,8455.563576
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_289,Conventional,1,2,170,7,20,test,23.09,89,49.28,6419.385192
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_292,Conventional,1,2,105,5,5,test,22.21,78,58.66,10244.68634
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_294,Clearfield,1,4,342,14,9,test,19.14,82,55.51,6159.782828
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_295,Conventional,1,3,215,9,15,test,25.72,82,54.19,9841.917784
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_297,Clearfield,1,3,232,10,19,test,19.05,80,49.96,7756.264633
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_300,Conventional,1,3,260,11,10,test,20.95,81,60.75,9380.696271
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_301,Clearfield,1,2,174,7,24,test,16.46,80,53.52,8022.094908
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_305,Conventional,1,4,296,12,5,test,18.65,77,58.17,9448.589593
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_307,Conventional,1,4,324,13,24,test,14.82,77,61.14,8862.999273
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_310,Conventional,1,3,244,10,7,test,35.17,85,46.95,9171.826379
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_315,Clearfield,1,1,59,3,9,test,20.25,80,56.68,7864.419657
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_322,Clearfield,1,3,210,9,10,test,13.53,86,51.75,7903.113016
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_323,Conventional,1,1,30,2,21,test,17.62,85,50.61,7525.043965
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_325,Conventional,1,2,167,7,17,test,22.85,87,56.7,8396.496916
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_327,,1,2,163,7,13,test,17.52,85,54,8649.45466
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_330,Conventional,1,1,5,1,5,test,17.03,84,57.2,6854.157025
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_333,Clearfield,1,1,3,1,3,test,13.32,80,60.55,7861.866365
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_334,Conventional,1,1,70,3,20,test,17.37,84,53.31,7027.220216
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_339,Clearfield,1,2,131,6,20,test,14.29,82,53.71,7936.26793
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_340,Conventional,1,1,63,3,13,test,18.09,80,55.13,8274.628366
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_341,Conventional,1,3,246,10,5,test,14.95,78,54.78,9918.562003
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_347,Clearfield,1,1,9,1,9,test,16.22,83,53.06,8763.314814
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_353,Clearfield,1,3,211,9,11,test,9.91,79,55.25,8703.846598
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_357,Conventional,1,2,103,5,3,test,22.78,80,56.38,8954.417734
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_364,Conventional,1,4,344,14,7,test,24.95,79,54.4,6413.611873
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_366,Conventional,1,3,203,9,3,test,18.15,84,57.2,8715.55992
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_368,Conventional,1,3,189,8,12,test,9.31,86,58.43,9587.467463
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_372,Clearfield,1,4,286,12,15,test,12.92,83,55.33,9066.179188
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_381,Clearfield,1,4,316,13,16,test,10.13,77,60.96,9471.967747
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_384,Conventional,1,4,331,14,20,test,13.69,87,57.13,8089.086622
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_387,Clearfield,1,1,65,3,15,test,14.75,85,54.12,8479.550883
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_391,Conventional,1,2,94,4,7,test,18.2,89,54.58,7757.158664
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_392,Clearfield,1,1,67,3,17,test,14.31,79,57.4,9072.975339
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_397,Clearfield,1,1,16,1,16,test,12.96,81,58.4,9252.827105
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_400,Clearfield,1,4,328,14,23,test,26.38,86,60.37,8613.337322
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_406,Conventional,1,3,247,10,4,test,16.83,82,56.68,8608.397422
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_408,Conventional,1,3,229,10,22,test,10.99,83,61.19,8787.76429
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_409,Clearfield,1,1,47,2,4,test,18.16,85,57.96,9083.05213
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_415,Conventional,1,2,108,5,8,test,15.31,78,59.12,9632.381157
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_416,Conventional,1,2,101,5,1,test,18.19,84,55.32,7468.856388
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_418,Conventional,1,2,171,7,21,test,17.48,77,57.48,8105.96714
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_419,Clearfield,1,2,90,4,11,test,22.71,85,50.16,8741.736845
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_426,Conventional,1,3,188,8,13,test,17.22,84,58.19,10007.69235
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_428,Conventional,1,2,115,5,15,test,16.19,79,57.22,8347.264598
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_429,,1,4,337,14,14,test,12.62,79,56.37,8207.50785
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_434,Clearfield,1,1,17,1,17,test,21.95,87,53.78,8823.896781
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP6_441,,1,4,322,13,22,test,13.26,78,60.21,7274.018238
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_001,Conventional,1,3,183,8,18,test,13.89,75,53.93,9220.369233
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_002,,1,3,205,9,5,test,14.6,83,53.9,8970.25269
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_003,Conventional,1,1,46,2,5,test,12.65,87,53.74,6459.790849
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_008,Clearfield,1,3,251,11,1,test,11.67,83,54.68,7966.877127
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_012,Clearfield,1,2,123,5,23,test,15.46,77,47.92,7811.846087
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_014,Conventional,1,3,231,10,20,test,16.78,75,52.58,8500.87125
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_017,Conventional,1,4,273,11,23,test,9.37,82,59.07,7904.855619
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_018,Clearfield,1,2,110,5,10,test,8.35,78,51.39,7223.043316
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_021,Clearfield,1,3,258,11,8,test,21.51,83,56.51,8472.838074
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_022,Conventional,1,3,241,10,10,test,9.57,81,52.93,7252.74333
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_027,Clearfield,1,1,31,2,20,test,24.37,84,52.48,6725.530205
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_031,Clearfield,1,1,62,3,12,test,14.12,86,58.65,8660.523976
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_034,Clearfield,1,3,195,8,6,test,11.49,82,56.9,7835.924312
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_035,Clearfield,1,4,266,11,16,test,20.91,86,54.18,7786.979902
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_038,Conventional,1,3,216,9,16,test,16.97,83,57.89,8951.485615
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_041,Clearfield,1,3,235,10,16,test,12.3,80,54.22,8401.391357
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_045,Conventional,1,4,345,14,6,test,6.42,76,53.3,7020.526348
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_046,Conventional,1,4,315,13,15,test,18.73,81,55.51,8054.802805
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_053,Conventional,1,2,113,5,13,test,16.04,76,61.14,9415.752895
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_057,Clearfield,1,1,68,3,18,test,20.29,84,48.41,5734.678653
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_058,Clearfield,1,3,186,8,15,test,19.37,81,55.29,7020.71955
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_066,Conventional,1,1,39,2,12,test,21.48,81,52.19,8200.499556
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_067,Conventional,1,1,60,3,10,test,21.39,85,51.66,7738.270364
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_068,Clearfield,1,2,144,6,7,test,11.22,81,54.77,7250.515829
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_069,Conventional,1,1,55,3,5,test,18.26,80,56.92,7923.812108
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_073,Conventional,1,1,58,3,8,test,14.96,84,53.13,6080.107996
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_076,Conventional,1,1,37,2,14,test,15.51,86,51.08,9125.435261
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_077,Conventional,1,4,329,14,22,test,13.52,84,60.65,4675.93378
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_079,Clearfield,1,4,292,12,9,test,23.11,85,56.14,8763.625452
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_081,Conventional,1,1,52,3,2,test,17.21,79,52.53,7547.682649
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_083,Conventional,1,2,138,6,13,test,8.95,78,49.99,7494.168074
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_085,Conventional,1,2,114,5,14,test,18.27,83,55.3,8220.84255
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_086,Conventional,1,1,19,1,19,test,19.41,83,52.29,7582.436211
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_087,Conventional,1,2,155,7,5,test,14.51,85,51.51,8648.249991
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_088,Conventional,1,3,194,8,7,test,19.72,80,54.29,7423.760858
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_089,Clearfield,1,4,311,13,11,test,24.13,78,57.59,9563.434697
2021,MP6-8,LSU Rice,21MP6-8_LA2,MP8_090,Conventional,1,2,159,7,9,test,20.83,84,37.7,6784.725666
